beds,baths,size,lot_size,lot_size_units,zip_code,price
3,2.0050620921441604,1476,9204.709636488642,1,98133,850881
1,2.4827804282643635,860,0.23,0,98106,908065
1,1.989602013028194,1185,0.23,0,98174,1100734
3,3.024194068315876,2186,4674.443020427096,1,98137,973064
3,3.5017500235277903,1372,1130.6005019362544,1,98133,870084
3,2.524668539830813,1697,1815.117424990215,1,98108,1024145
2,1.9866016199998848,2057,4674.581775703769,1,98125,1609861
2,2.4681277855077317,1434,1997.339388194598,1,98103,603202
3,2.4765644999228567,1898,9408.707909749548,1,98116,906560
2,2.5301355780241654,1993,1463.2078504224753,1,98138,940577
4,2.0148952210002204,2598,7611.096015658172,1,98125,1238548
3,3.0014213587716503,1798,7306.857986178089,1,98125,758117
6,3.9799420030685386,2253,3482.0877757051317,1,98104,1406443
4,2.91031224708453,1987,8639.86086049001,1,98112,693288
4,2.5182219642464387,1624,1675.6188513506693,1,98126,954768
2,1.4695448577876455,1689,0.23,0,98116,469131
4,2.024396413522846,2799,5292.537125214609,1,98108,1465977
2,2.4361827079752545,1355,0.23,0,98113,328135
4,2.538947665414803,2331,4688.271973462186,1,98116,1655339
1,1.9837291950813294,851,6319.93898415352,1,98102,632883
1,2.4193456207105952,1415,1870.6281000646022,1,98129,751995
3,2.0079503612567207,1546,1165.9363711582107,1,98107,932795
3,2.4876377587049063,1125,1158.6440755066446,1,98142,712843
2,2.002952172091979,1222,7946.4775547493955,1,98103,712127
2,2.9286512950124615,1556,4278.6003991217885,1,98106,960803
3,2.013931289625055,1479,1018.1534307095199,1,98122,1092466
4,1.9912006734694265,2166,3634.2830271601993,1,98116,828702
5,1.035970599286247,4042,5416.97839729191,1,98105,850818
4,3.4725583956412307,4077,3933.73200672825,1,98121,1279091
5,1.0096167670823357,3238,6311.4794917152,1,98112,25000000
3,1.5551705804138856,2057,325.68566266194324,0,98146,781059
3,2.0092749467021624,1897,1606.2521764247538,1,98103,978259
1,0.966452803037707,2299,4411.114168222341,1,98107,758952
4,2.524114394709278,2656,4878.761816224111,1,98127,872480
1,1.998325300342733,1187,0.23,0,98116,422091
2,2.0180161462620356,1500,1162.720969831432,1,98106,642316
4,2.0060001316187224,3437,6145.730467182714,1,98136,709750
3,2.003417485348298,1996,4483.003468597846,1,98126,1166052
3,2.0276190389208875,1847,5745.807859034186,1,98127,863928
4,1.4761369883914752,2037,6244.584392138504,1,98124,660681
2,2.0233135184486586,1310,5416.235901324983,1,98138,596168
2,3.3537418367223877,1368,1259.9382204742928,1,98124,566598
3,2.0158170704705984,1888,4626.163084347977,1,98118,770245
3,3.0776550130334286,1818,1115.1083936798354,1,98124,1020319
3,2.0259447100631003,1869,1773.3394789670733,1,98118,977021
3,2.4969502953605356,2056,5106.028191601913,1,98115,1183060
1,1.0168975734623282,678,117.91708486392338,0,98109,623267
1,1.9809270722306869,250,0.23,0,98124,885324
2,2.0413963706249674,1395,8606.506245887926,1,98109,919759
2,2.0115709082207416,1447,9094.3476798379,1,98122,846729
3,2.992131337840171,3228,7584.52989502488,1,98197,1963106
2,2.4657500606042606,1041,731.0746934332785,1,98107,797055
3,2.049809801001903,1525,7218.774390220942,1,98149,830465
1,4.016005320084818,3019,3881.3108302222968,1,98199,1064488
1,1.0006062139978407,708,4.679248476635053,0,98116,521193
2,3.0844595287821437,1823,7340.7132249116585,1,98118,2537338
2,1.9854493745785107,2129,5993.414542757025,1,98134,789978
2,1.4466810086986763,1018,5236.146801327705,1,98120,596030
2,1.9914170013298547,1738,9683.11619977684,1,98145,499595
4,2.50078232104509,2346,9685.732615876503,1,98106,872351
2,2.0097731572766295,1317,1054.51734642285,1,98122,931269
2,1.4825828445017508,2145,6098.878371536184,1,98114,900937
3,1.5333468160873274,2103,5527.628783788517,1,98199,630643
3,1.9701559228056706,1512,5125.150681929102,1,98114,711893
2,1.9580951359050573,1100,8468.45974686291,1,98187,677142
1,1.999042080134275,961,6742.562188831335,1,98102,696048
2,2.005081228855023,1336,3120.4122685899456,1,98144,798960
2,3.061369869194665,1202,9060.583236931285,1,98149,759601
3,3.019055525833112,1897,7565.633757761108,1,98125,796794
5,3.431036980363048,2269,5212.416444739175,1,98107,807570
2,2.966036261415169,1918,7661.592979838483,1,98117,301507
3,2.0161549060335853,1185,4232.368393423423,1,98117,641638
2,4.057238936468063,1549,6005.092379612175,1,98115,451816
1,0.9730605501487007,788,0.23,0,98195,946961
2,1.9798722239391877,1093,4271.13902242768,1,98104,664223
3,1.9957351409036617,2314,5696.415620844301,1,98197,1382488
3,2.5237965961786077,1643,3235.13761210133,1,98108,889524
2,2.0112046079199613,1769,7509.2380887024,1,98125,961218
3,3.0040793351071065,1893,4052.680672202711,1,98106,1881534
3,2.501228460723515,1536,1495.0531017951553,1,98126,903691
3,3.5251989773434125,2362,4637.314444605109,1,98103,1592156
4,3.031285599920956,3583,8159.106190315964,1,98199,2121809
4,4.088633268000642,4525,5872.429019749655,1,98119,1648279
5,3.507673655196462,4218,8546.478148788807,1,98136,1101946
2,0.5,1742,3272.4178888921906,1,98101,815664
4,2.0193825816781925,3170,5666.761787017521,1,98199,1547756
4,2.5032926825830204,2345,5059.271883508596,1,98118,829896
2,3.68041576325526,1432,1776.3744269129045,1,98188,983273
3,1.9619322735209719,1855,5075.415688038896,1,98110,577970
2,2.0216226971714,1342,315.7436019556169,0,98104,845693
3,1.1191200075606489,3423,6180.863005444303,1,98183,884522
2,3.463340531827242,1612,787.6807644450043,1,98106,1053670
3,2.522295045714491,1485,1218.89768477589,1,98117,766511
5,3.5019422496946717,3207,9271.763907548984,1,98133,1278249
2,1.993730890067594,2664,2697.7366202403687,1,98102,1127209
1,0.9999332847721977,1729,4199.2266237061385,1,98118,899868
3,2.4743693493503476,2041,4775.404413043687,1,98116,972962
2,1.534473916671895,2668,4338.702422505995,1,98112,517524
3,2.009670294562353,1912,6084.870938492219,1,98116,719889
2,1.039293167366965,1190,273.7603834054336,0,98106,450360
2,2.9815539409934577,2125,5061.786967130344,1,98142,659542
3,1.0064281815632095,1311,1919.740133623951,1,98103,652655
2,3.4464509249434787,3089,7013.66149191489,1,98125,1310414
2,3.0254185850755158,1016,872.0863545260731,1,98107,745750
1,2.9215679183395573,285,0.23,0,98117,1632092
3,3.445078193583778,2834,0.23,0,98104,355281
1,0.9710551944371211,621,3904.466011881268,1,98105,468013
3,2.5121705007121373,1283,1224.3185705106973,1,98109,936580
2,2.010024014376724,1199,6243.462042333876,1,98103,666348
2,0.9969497029931904,2444,0.23,0,98114,393894
1,3.6087618895419373,1670,1530.0645621602025,1,98104,798457
1,2.979930442748816,1063,6405.485654927541,1,98142,630981
2,5.783394371308406,1275,603.7783193889851,0,98179,645701
4,2.004762136566382,2290,6355.6621938827575,1,98126,814643
4,2.0101427789300415,3042,150.1773647898575,0,98170,745338
3,1.5233482703603345,1910,7087.668843589755,1,98115,963959
3,1.53025615036187,2010,6491.26333450314,1,98118,539486
3,2.0178130994830283,2009,1360.7600343502252,1,98199,918478
3,2.5311879520133367,1532,3611.9453092638023,1,98118,1923237
3,2.0120362581935614,3105,4092.3351754828536,1,98199,1396754
3,1.9773068970862748,2457,2448.8326757494137,1,98116,1077006
2,1.9943363256495072,1441,1002.4093062673247,1,98116,895637
2,2.4614375773418025,1349,721.2520782391244,1,98120,949093
1,0.999401424261682,953,5473.061190055927,1,98115,1292822
1,1.4716195370737528,1308,578.5865253837239,1,98106,712593
3,3.6169542382965694,1593,1852.2820754302825,1,98118,845874
3,1.0040331965022458,1940,28.48104134626101,0,98119,407940
1,3.4378373155257513,1234,902.0642547186588,1,98121,1146004
4,2.504182259817515,1551,44.74891618740514,0,98121,302470
2,2.0370048264796945,1352,6398.768726018279,1,98120,677644
2,2.474553741474286,1267,2609.6676721326326,1,98114,1128655
4,2.0006639840992713,2447,2716.1267650674126,1,98122,647738
3,1.0137974143496202,2565,4159.942392855177,1,98103,1450200
1,1.9511395724315053,868,618.4914129541977,1,98185,586401
3,2.9606133867750577,1857,1977.359938323414,1,98106,675613
3,1.966023169542872,1387,4156.774873195298,1,98114,801845
3,3.671884927007127,2370,1675.073671141999,1,98137,774600
3,2.004989816661499,1655,3961.192060348696,1,98117,595582
3,2.9977130970754664,2725,4770.466857915916,1,98116,854984
3,2.0310828834775156,1391,1041.2670402203817,1,98147,773215
1,1.9993907792141874,1037,1606.1160204095686,1,98143,627486
3,1.9677567661648607,1997,3776.8802571572874,1,98101,626996
4,2.5010396832438073,2902,3078.399678481431,1,98115,1755775
3,2.508543870645049,2804,5875.204199733115,1,98146,1222457
1,1.972509136450194,923,767.1136934468575,1,98124,676100
2,2.0022411916947127,1275,3974.4337913684076,1,98115,759244
3,2.5205559851235617,2739,6995.384530483699,1,98116,1826180
2,2.4807370878100934,1249,457.32047799910146,1,98118,841101
1,3.421532339855637,3086,7055.733456230766,1,98172,1468226
4,1.0488066230134698,2377,4275.776157339927,1,98118,946090
4,2.0168383197562023,3126,4408.967062820158,1,98105,529457
3,1.967453327953381,1894,4252.510386772769,1,98104,615745
4,3.025695197992686,3072,4811.82866008686,1,98105,1304150
3,4.049357298836844,907,6898.949564506124,1,98103,1114681
1,3.900029197042978,1986,654.0690581361895,1,98107,1482752
2,2.9771620293273986,1437,335.92277987683974,1,98121,799909
2,1.9902533963192603,1200,1190.8698721511569,1,98102,686795
3,1.519726842499437,1954,9998.0,1,98170,532916
2,3.4438447810707644,1591,0.23,0,98125,1024064
4,1.0166006954055533,1716,4541.438588777848,1,98115,782583
4,2.003927778691587,1669,6217.397411271644,1,98118,555002
2,2.0117997873356765,1845,7045.664557728858,1,98199,1148674
2,2.9408846436383307,2272,7744.501019096734,1,98103,1360388
2,1.0218786748044397,1074,9998.0,1,98137,793074
1,1.998968112172562,1432,4534.93763391732,1,98125,3319791
3,3.5014553284534284,1662,1232.6574058530546,1,98144,766317
1,1.0262721089938607,1863,4504.551553744254,1,98145,951724
3,1.0282448590367161,2901,6327.420067682021,1,98199,1445766
3,1.4961543705342621,3903,3962.2171153773274,1,98116,943583
2,1.9703201341359995,1472,962.1925043876676,1,98115,747570
4,3.0219382570118665,2373,6921.936917442455,1,98180,1118116
2,2.05481607056705,1257,8205.87907737775,1,98110,781115
3,2.0130908580339537,2479,4877.949168174552,1,98109,1899793
3,0.9072728252069161,2079,3925.088002484009,1,98116,667439
4,2.5336736692883823,2451,4715.936014056817,1,98107,3090516
2,0.9954438208465913,1394,6127.183857960088,1,98117,596029
2,1.978643190361577,947,6874.56937997794,1,98105,660903
4,1.4512924502812141,1580,0.23,0,98101,918724
3,5.393428452157765,2350,8844.628419940438,1,98145,1457084
2,1.463816372195608,1115,2028.5564465703947,1,98142,599622
2,2.514508083782863,855,3316.7551978704205,1,98105,718606
1,0.9658132361104029,1686,2129.700180198792,1,98104,830693
1,2.482797714030057,1260,6494.058958197033,1,98118,847295
2,0.9947296625932326,1993,5938.905192332958,1,98107,724623
3,2.025826745030169,1774,1286.619250489396,1,98118,1016535
3,2.003402166481536,2096,3172.63140582459,1,98144,849033
1,1.9912443493412684,817,0.23,0,98125,963882
1,0.9738251197052552,1060,5995.207887010468,1,98134,794181
1,0.9115949241643141,818,572.7008104809548,1,98119,525948
2,2.974477353609727,2698,0.23,0,98134,544021
2,0.9508971325663412,2278,4630.789717958562,1,98107,478326
2,2.0226544331570877,1493,1431.3589215721076,1,98199,938449
2,3.4051745197375043,2082,3997.56553167625,1,98101,1391360
2,1.9949739394034816,1344,741.7073271306976,1,98121,1014267
3,2.02057645229636,1670,6749.758371425502,1,98116,1044877
4,2.5037317626274698,3126,9375.046412631664,1,98168,661216
1,1.0631527932547378,758,440.75334225929663,0,98122,549334
3,1.9901276408420354,2235,6529.530896324023,1,98104,1322741
5,2.011939045913244,3033,4289.9740954388135,1,98117,799248
3,1.0634824508459992,1226,442.1777585787734,0,98110,824933
3,1.9811106753157326,1025,3765.2183788744287,1,98101,632081
2,1.9984788367503925,1049,3963.0541719560338,1,98114,2870209
2,1.0512124069287847,894,8174.602282700815,1,98138,1361331
3,3.515380610858189,2045,2257.221704465218,1,98117,1136842
3,2.024195277871209,2556,6609.651966964288,1,98199,1619444
2,2.009921235809972,1217,708.6767058843587,1,98115,790875
2,2.4965810369442663,1402,2868.493281881684,1,98107,739723
5,3.005830653750527,2617,4537.297260679545,1,98109,1523633
2,2.0322558723133595,1422,1398.3721835774686,1,98104,853005
2,2.4944758613154283,1221,968.3028490044605,1,98116,708396
1,1.996815087766743,1177,1200.5559259688898,1,98121,691862
2,2.0182088718895685,1059,6442.254866386082,1,98119,600111
1,1.4545309816904448,983,7789.366833217387,1,98105,669128
1,1.9554699475035329,1419,0.23,0,98112,476313
3,2.5299756581434565,3232,5030.490873440523,1,98123,1796503
3,2.011983511437597,1196,893.749899400287,1,98112,898431
