beds,baths,size,lot_size,lot_size_units,zip_code,price
3,3.0,2855,0.2751321418599139,0,98118,8732241
3,2.0,1964,3439.3492345631125,1,98116,988833
4,2.0,1842,4073.4286962398005,1,98117,974481
5,2.0,1599,5696.323170015305,1,98134,755223
3,3.0,2348,4752.678822994284,1,98131,1023392
4,2.0,3124,5905.1755836371985,1,98105,1614667
3,2.0,1441,7089.932708290914,1,98117,1028215
2,2.0,2049,3540.5034409588743,1,98114,778005
3,2.0,1683,2667.5482257870735,1,98103,879607
2,1.5,1128,2463.2377402719057,1,98125,703813
1,1.5,497,1485.61512974907,1,98127,436422
4,2.0,2021,3215.4480590277713,1,98117,871188
3,3.5,1690,1727.336755804475,1,98118,845222
2,1.5,1071,1328.4760618681892,1,98119,609825
3,2.0,1409,5142.089011490614,1,98116,890142
2,1.6323388781907555,1550,5000.134925393735,1,98119,778396
4,2.0,3206,5832.106501739468,1,98115,1385219
3,2.0,2196,6192.684412832379,1,98117,1114436
5,3.0,2757,4631.436031595441,1,98119,895165
2,2.0,976,4006.888485774131,1,98135,437181
3,2.5,2306,2316.570708096659,1,98105,1248988
4,2.0,2493,6400.869609950216,1,98137,1538509
3,2.8365913566003473,1770,4297.048428411962,1,98105,922698
4,3.0,1875,6051.855513681016,1,98144,1072357
2,0.7318358944096672,1261,6093.365923663044,1,98133,551531
3,3.0,1517,0.3970345184199262,0,98135,643830
4,3.0,1758,3103.834437422142,1,98105,759539
1,0.501785425229526,250,0.23,0,98101,159000
3,3.0,2390,3236.3049471668005,1,98105,1914168
3,3.5,2667,5708.469621825068,1,98119,1337378
3,2.0,2158,7375.239710426584,1,98145,950210
2,2.0,1445,1163.5852840122525,1,98106,1212076
4,4.460324373677802,6347,6732.271201040909,1,98106,18183440
7,3.5,3678,5143.589851560094,1,98105,1556778
3,2.0,1879,1232.42195790032,1,98125,790555
3,4.021691617566075,2320,5684.686223713189,1,98119,1298163
2,1.0,669,5072.011053807737,1,98152,668701
2,1.0,676,2379.504535486063,1,98112,515759
1,2.0,1232,810.1039416936003,1,98103,879399
3,1.2877688213859884,1529,5326.17665806879,1,98104,636502
2,1.4271112060237332,1176,5235.222022303376,1,98125,553768
3,1.5,2843,5446.4698676519565,1,98103,875000
2,1.0,1112,5000.0227218785785,1,98118,716067
2,1.0,1138,61.25245329885739,1,98126,488644
2,1.0,1175,0.4920750495409719,0,98144,401523
5,3.0,2089,9738.892188838707,1,98122,837395
1,1.0,251,0.8452352324693926,0,98105,161045
3,2.0,1758,1543.7710537994417,1,98117,710600
2,1.0,672,7828.994153333714,1,98125,437033
4,3.0876219784310104,3064,8268.373057706704,1,98122,1128921
14,0.5110435442153946,250,0.23,0,98101,159000
3,2.0,1321,6399.894891355033,1,98125,751917
4,2.5,3409,5740.445163104968,1,98117,1302310
2,2.0,1342,1.6513465408546124,1,98112,754260
3,2.0,1440,7702.90977711495,1,98125,862457
3,3.0,1007,1932.7110624031739,1,98115,698419
3,2.0,1109,2664.5972278106724,1,98109,785683
3,2.5,1383,1302.789637083056,1,98107,782308
2,2.0,1379,3926.460053785706,1,98105,704838
2,1.0,1648,6106.358805343391,1,98119,454120
1,1.0,529,478.68455766931055,0,98115,221220
4,3.5,3049,5067.723438682653,1,98117,12973204
3,2.5,1551,1796.592801551774,1,98116,833920
4,2.5,3076,6040.853126562177,1,98108,1601988
4,3.0,2775,5896.161914743205,1,98117,1166131
4,2.5,2217,7360.885012895653,1,98120,734673
5,3.5,2589,7197.340459281153,1,98134,918490
4,0.8394672324219974,250,0.23,0,98101,159000
4,3.0,2922,4889.0989726602875,1,98106,1341788
2,4.403266885990566,2099,2141.9878856921828,1,98115,1470845
4,3.0,3312,5110.675589483078,1,98126,1407080
4,3.5,3571,4122.487609541964,1,98105,2602111
3,1.0,645,2790.14506137747,1,98117,535637
4,3.0,3093,9906.11772260528,1,98117,779267
3,2.0,1574,1774.4063285176433,1,98122,940832
3,1.5,950,5177.342926759052,1,98117,623161
3,2.5,2216,0.3544247032490287,0,98107,1463575
15,9.0,250,0.23,0,98199,159000
14,0.5896142155287666,250,0.23,0,98101,159000
3,2.0,1528,5994.980362194771,1,98134,822777
3,2.0,1228,3430.0060062084253,1,98112,774005
15,9.0,250,0.23,0,98199,25000000
3,2.0,1328,9964.467178649245,1,98175,682694
3,3.5,1716,1118.5832367041344,1,98117,1003321
2,2.0,1413,7426.327078849993,1,98122,787303
2,2.0,1254,3398.1105850153504,1,98112,855124
3,2.0,1276,6125.798254795777,1,98115,807877
3,3.0,1299,749.1334474565592,1,98115,830091
2,3.0,1705,0.38130976238960124,0,98125,585068
2,2.0,2095,3233.1411816737195,1,98112,950264
3,2.0,1391,0.3758709638375195,0,98177,695511
3,1.0,1783,5976.800756939547,1,98118,691079
3,2.0,1584,5000.121643580254,1,98110,1108530
3,2.0,2562,3682.7314930589864,1,98106,1423375
3,1.3636116615260119,2092,6351.572196347694,1,98122,851807
3,1.5,1626,5353.667551538223,1,98184,941956
2,2.0,846,291.1921980546023,1,98112,622972
2,1.0,1729,3592.9660142792636,1,98126,705109
1,2.0,1135,1087.066123890073,1,98110,548346
2,1.5,1307,4268.587874208906,1,98123,602694
2,1.2697088977348525,1319,7554.8278659329135,1,98118,619332
4,2.5,1876,4874.015310290294,1,98157,1351997
3,2.0,2037,4042.073295737618,1,98122,1407561
4,1.5,1524,4067.3692953445625,1,98115,823656
3,1.5587198300669471,2543,5197.677608539859,1,98115,720571
3,2.5,1293,934.4972038879055,1,98126,568473
3,2.5,2497,7331.310041256675,1,98135,1330441
3,2.0,2142,8062.500812644126,1,98162,844175
3,1.1390060365382702,2304,4232.259358358117,1,98117,1223278
4,2.5896624293708363,2007,921.7573571438527,1,98116,1004170
4,3.5,2844,0.28788943350871365,0,98116,1081350
2,2.0,998,0.7709740137407994,0,98119,549311
1,1.0,472,5662.468304429632,1,98199,354263
4,1.3905353465093615,2253,4640.207369714728,1,98105,1157058
3,2.0,1953,4873.565213436057,1,98143,890422
4,2.0,2292,6876.099406122559,1,98117,988242
3,1.5,1547,0.26844741060557004,0,98169,604804
3,2.0,2376,3404.5971249427585,1,98105,1014433
3,2.0,1529,6337.116766514523,1,98117,1262713
3,3.0,1804,8184.724338795598,1,98115,827183
5,3.5,2219,6598.680955897388,1,98144,1186098
5,4.966321939351129,2732,6285.012513690821,1,98104,1159491
3,3.0,1554,1417.4361861104858,1,98117,954323
3,2.0,2144,8300.659088372016,1,98112,809618
2,2.5,2212,7530.50202689163,1,98144,568240
3,3.5,1560,1434.2814782832907,1,98103,992676
3,2.5,1718,5482.883618511114,1,98115,931949
4,3.0,2499,5724.583268700058,1,98144,956667
3,1.0,835,0.30878376887676307,0,98111,522100
3,3.0,1644,1604.036994914322,1,98111,936170
2,2.0,634,1164.594032399755,1,98108,328217
3,2.610616874148601,1708,3051.287911597077,1,98115,528151
3,2.0,1351,1220.743413840205,1,98136,787881
3,2.0,1602,3628.473859876461,1,98118,1007184
4,3.5064948845485344,7593,9660.49373142981,1,98117,21049328
4,2.5,1808,6431.887340877043,1,98118,925562
3,2.5,1884,4959.9302782217865,1,98134,1098575
4,3.0,2739,4920.785610886569,1,98103,933557
1,1.0,1174,7273.679491995546,1,98122,519056
2,2.0,845,908.7736331150378,1,98105,708174
5,3.5,3704,5000.040547039898,1,98119,2387813
2,2.0,1165,6842.112624570612,1,98124,798329
4,2.0,2213,9086.892695950633,1,98118,749874
1,1.0,336,0.42543862048063386,0,98125,222488
2,1.0,773,6343.341710839336,1,98119,478496
3,3.5,3875,6081.272712381839,1,98103,3536724
3,2.0,2092,7851.5566115946485,1,98199,956237
5,2.0,2370,8641.91243543475,1,98194,728418
3,3.5,2408,1326.2233595145517,1,98103,1575057
3,2.5,1384,0.9297866148332081,0,98120,699306
3,1.5,782,1213.2428259411583,1,98107,518358
3,3.0,2726,6378.336236461367,1,98106,1335515
2,2.0,1421,3.212669706435117,0,98107,986487
15,0.500645844510133,250,0.23,0,98101,159000
2,2.0,792,1.0956122413968157,0,98103,535910
3,4.287276013714803,3207,2824.6476107299177,1,98117,1557053
4,2.0,2460,8070.801765674329,1,98135,766978
3,2.0,1547,5000.044307809193,1,98112,623375
2,1.0,1003,1443.9149811359162,1,98115,691128
4,3.0780031866436737,3271,4862.5746643608245,1,98101,1832724
3,1.0,1570,4087.5535804691576,1,98103,861425
2,1.1593428615503747,845,0.4578192038246457,0,98117,449195
3,2.6703152204196043,1840,2934.2483237567844,1,98117,940827
4,3.0,2140,3937.690436084398,1,98115,1430284
3,2.0,1926,8388.70055006674,1,98116,758180
3,2.0,2234,3673.0742507918326,1,98116,925298
3,3.6694108141027018,2351,2352.119323979007,1,98114,845678
4,3.5,2241,6057.8896186095735,1,98199,1102643
3,1.720670767037129,1818,2061.886687378734,1,98103,712656
3,2.5,1368,4340.110435714475,1,98144,702384
3,2.0,1352,2608.7938541299077,1,98117,681596
1,1.0,1158,8359.582083807807,1,98103,3549362
3,2.611755320000317,2645,5786.756346866308,1,98121,1737211
3,2.0,1883,1999.3858261728162,1,98105,1105947
4,3.0,1539,4822.81551695997,1,98122,799373
2,2.0,1274,5000.1382668778015,1,98117,603166
4,3.0,2847,4678.385391341087,1,98103,1635093
3,2.0,1720,6321.293057688406,1,98126,754110
4,2.0,1857,6077.427111056417,1,98110,944393
3,2.0,1309,4355.405712038922,1,98105,737372
3,3.0,2641,7626.707941236011,1,98117,1259372
3,2.0,1281,1026.961093019963,1,98107,836488
3,3.0,1716,0.3760859463733228,0,98108,891480
3,2.0,1260,1181.325171768805,1,98106,865678
4,2.0,2293,4036.337336821198,1,98122,865032
3,2.0,1622,1796.0954371981281,1,98106,885210
3,3.0,1499,1246.938313855584,1,98121,688566
4,2.5,3131,4438.470804900205,1,98113,1812058
3,1.3634260711654966,1750,7858.600141659906,1,98177,699611
2,2.0,1851,3579.2128428882133,1,98118,1048625
3,2.0,1232,1259.9329629584802,1,98104,701019
4,3.515879216225201,2452,3549.8228468591856,1,98106,979293
3,2.0,1706,3050.795307520717,1,98125,675475
2,2.0,1020,422.3490689966003,1,98177,608110
2,1.0,941,1385.2282321212974,1,98117,502332
6,6.212696388672877,3142,0.6558939741527876,0,98109,1444494
3,2.0,1341,6389.6043020618545,1,98119,384029
5,2.0,1672,4820.79775434409,1,98144,575681
4,3.5,1970,8782.198602262077,1,98174,1278979
2,2.0,1486,3189.367125485358,1,98136,650891
3,1.0,1970,7249.882422561372,1,98115,411991
3,3.0,1826,1587.063519762644,1,98117,959286
3,2.2022733297336092,1683,3077.999455856817,1,98143,981476
4,3.0,2323,4954.404821389637,1,98117,958333
4,3.893246838181939,2459,5871.184063181535,1,98145,1710824
3,3.338259167400142,3177,4667.646244295134,1,98103,1982005
2,2.0,1219,454.52705384945193,1,98118,948820
5,3.339569918432475,2903,6146.686645837582,1,98103,1787945
3,2.0,2636,2310.6532359145417,1,98105,1231245
2,1.0,1351,8295.335819023514,1,98137,759391
5,5.7207953713114374,4634,8327.425545755026,1,98142,1514623
3,2.0,1529,1265.9177952013777,1,98103,796287
3,2.5,2221,3144.511024436348,1,98117,1542215
7,0.5204525314640405,250,0.23,0,98101,159000
4,3.0,2270,3294.1281433264085,1,98134,969406
3,2.0,1429,3083.9424400666553,1,98103,1043452
5,3.0,2341,1272.8384772669622,1,98115,897238
1,1.0,551,0.32639708084059765,0,98117,515049
5,8.16827971251351,3724,4379.4246826127655,1,98103,1982052
2,2.0,1175,1013.9022144320821,1,98117,452024
4,4.457679876658312,2576,2313.286711818174,1,98106,1172890
4,4.205553550993176,2841,0.4709840555292996,0,98117,1548816
4,2.5495201601983255,2804,8219.498782750004,1,98199,2186344
3,3.0,1138,956.536705550738,1,98115,481792
2,2.0,1092,2.061731038300864,0,98144,419055
2,2.0,1335,3173.918027519861,1,98103,749387
2,2.0,1670,8631.533958647997,1,98117,799897
2,2.0,1270,7843.323549343877,1,98144,678282
4,2.760651463090448,2810,4051.4612555623125,1,98119,1528511
3,1.0,1087,9806.820929527286,1,98120,747812
4,2.419527685040351,2618,3053.329668346158,1,98109,1313087
2,2.0,1325,1352.3382722096444,1,98110,1048347
3,2.0,1177,1523.9436582014423,1,98105,753098
3,2.0,1375,1795.5378378427642,1,98103,633406
2,2.5,1181,2427.1739162751087,1,98115,914349
4,6.779432584131786,3137,4106.539631083704,1,98122,1748308
4,3.0,2470,8130.091486531374,1,98172,1098637
3,2.0,2261,3865.724072439502,1,98108,708579
3,2.0,2554,6308.242474052392,1,98112,1325895
3,2.2194081109461723,1327,3117.450347152537,1,98107,818820
4,3.5,2528,4926.472684580401,1,98127,1667930
3,2.0,1335,2439.0115925064624,1,98177,433345
2,1.3577624560229842,672,5799.946618421439,1,98103,580323
3,2.0,1751,5474.50451933555,1,98112,1486817
1,1.0,698,1554.4820522612702,1,98165,675090
3,2.0,1045,947.1300255821773,1,98118,749732
2,2.0874900371170977,1756,1269.2423097359667,1,98112,951849
5,2.5,3107,6408.011378689566,1,98145,1184150
3,2.5,3715,7865.8382862244125,1,98126,2594298
14,0.6340279866036835,250,0.23,0,98101,159000
3,1.5,982,4489.651057125521,1,98136,423878
2,2.0,1143,1073.5271803109251,1,98106,944983
2,1.0,868,0.7359605732089398,0,98117,447518
4,3.0,3073,6629.878569217453,1,98133,1103148
1,1.0,677,0.38474127637198563,0,98117,401766
5,6.357163081281987,8899,7691.5219226604695,1,98106,2608801
3,2.962478182812769,3000,4105.809884619201,1,98107,2076491
3,2.005054467230732,1306,3118.189833038619,1,98117,843262
3,1.0,1545,4853.645885691561,1,98144,753783
3,3.0,2560,8677.603550132211,1,98117,1093580
3,3.5,2661,2526.6014949120254,1,98104,1474580
1,1.0,1075,5000.127854564089,1,98173,704457
4,3.0,2455,5717.470001585459,1,98199,796334
2,1.5,918,9901.287333153447,1,98119,532453
4,2.0,7964,7766.35280986967,1,98107,15859624
3,2.0,975,1394.646556008669,1,98140,594756
3,2.5,2381,4351.990568639672,1,98103,1761662
2,2.0,780,0.405588713454715,0,98116,488326
3,2.0,1290,4105.522042244384,1,98124,722560
3,2.0,1803,3843.8300347635054,1,98124,642810
1,0.5,299,0.23,0,98199,968161
3,3.0,1605,1159.054302860894,1,98139,807090
3,2.0,1460,1131.0722718411587,1,98105,738438
1,1.0,719,8377.663130697645,1,98116,475493
1,1.0,593,837.7498627046143,0,98117,384587
2,1.0,1039,6307.126191018714,1,98121,703384
2,2.0,721,4045.7747914232646,1,98103,551303
4,3.0,1807,5413.023197425955,1,98103,1002523
4,1.5,2104,9215.251811482307,1,98177,762814
3,3.0,2941,3321.007204581262,1,98106,2216221
2,1.0,1303,5466.001270584333,1,98118,787087
4,2.0,1678,4222.358858279714,1,98115,808023
2,1.0,855,1505.6811190202163,1,98136,625862
3,1.8523486754597558,2470,5351.748841209736,1,98199,913475
15,9.0,11010,0.23,0,98101,25000000
1,8.909264977586874,11009,0.2928021940470731,1,98199,25000000
3,2.0,2771,7654.150166724995,1,98111,1676424
2,1.0,1219,4580.250134146501,1,98126,713955
2,2.0,871,4491.334230651881,1,98103,766062
15,0.5,250,0.23,0,98199,25000000
4,1.0,2148,7224.508551809312,1,98136,689553
3,3.5,1922,3206.0070219239724,1,98197,1550477
4,3.0,3515,5177.2007714050715,1,98103,1749834
3,3.0,1171,3.7429650470135813,1,98125,767691
3,2.5,1856,3945.159929494146,1,98117,926518
4,3.0,3240,5952.262933150031,1,98103,1496425
1,1.0,453,0.37967970995122785,0,98104,476236
3,2.0,1969,1432.1263518828364,1,98117,800895
3,3.0,2036,1548.7261168682471,1,98118,641473
4,2.0,1813,3611.7856281208606,1,98116,871279
3,2.5,1331,4287.103106982982,1,98106,530475
4,3.5,2396,6170.628361384749,1,98145,1189134
15,9.0,11010,0.23,0,98199,25000000
3,2.0,1364,1728.10761656271,1,98117,888538
7,5.397534725126084,3477,6097.335795937782,1,98113,1301932
3,2.0,1930,3390.6828077699925,1,98106,1148135
4,3.0,2580,1845.1457847640165,1,98103,1830131
3,3.0,2428,4876.278208125826,1,98107,1311090
3,3.0,2467,3875.44295421628,1,98122,1746631
2,1.0,250,0.23,0,98101,159000
4,2.5,1799,3295.996627396919,1,98109,1137208
4,3.289241287848362,2948,4408.290368571891,1,98102,1675801
2,2.0,1602,3872.2370687631033,1,98105,1951036
4,1.0,2867,6043.62920776076,1,98115,1007248
